Latitude,Longitude,Time,Address,Name
37.773637,-122.2570744,2019-01-12 14:30:36,"1601 Paru St ,Alameda, CA 94501 ,USA",Frank Bette Center For the Arts
37.76681,-122.2423415,2019-01-12 15:13:43,"1550 Oak St ,Alameda, CA 94501 ,USA",Alameda Free Library
37.7623066,-122.243268,2019-01-12 16:50:05,"2425 Encinal Ave ,Alameda, CA 94501 ,USA",Alameda Cellars wines and liquors
37.76681,-122.2423415,2019-01-12 17:47:26,"1550 Oak St ,Alameda, CA 94501 ,USA",Alameda Free Library
37.899311,-122.298936,2019-01-12 18:40:32,"2000-8000 El Cerrito Plaza ,El Cerrito, CA 94530 ,USA",El Cerrito Plaza
37.9184889,-122.3203843,2019-01-12 22:04:09,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.8551035,-122.2520854,2019-01-13 10:27:16,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.8551035,-122.2520854,2019-01-13 11:11:37,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.8680468,-122.2581375,2019-01-13 18:03:16,"2519 Durant Ave ,Berkeley, CA 94704 ,USA",Gypsy's Trattoria Italiana
37.8718992,-122.2585399,2019-01-13 18:42:20,"Berkeley, CA ,USA","University of California, Berkeley"
37.9184889,-122.3203843,2019-01-13 22:01:05,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9694214,-122.5151062,2019-01-14 09:23:00,"250 3rd St, San Rafael, CA 94901, USA",
37.918995,-122.320315,2019-01-14 18:22:36,"5317 Creely Ave ,Richmond, CA 94804 ,USA",Arbors Apartments
37.9689812,-122.5147765,2019-01-15 09:12:53,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9700435,-122.5167963,2019-01-15 12:06:33,"209-471 3rd St ,San Rafael, CA 94901 ,USA",Montecito Plaza
37.9689812,-122.5147765,2019-01-15 12:34:38,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.8533866,-122.2903445,2019-01-15 18:38:35,"920 Heinz Ave ,Berkeley, CA 94710 ,USA",Berkeley Bowl West
37.9020024,-122.3028776,2019-01-16 08:01:41,"10078 San Pablo Ave ,El Cerrito, CA 94530 ,USA",El Cerrito Yoga
37.9689812,-122.5147765,2019-01-16 10:27:31,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9183714,-122.3199837,2019-01-16 18:23:51,"1013 Campbell St ,Richmond, CA 94804 ,USA",1013 Campbell St
